speed_mph,speed_kmh,categoria_trafico
61.93,99.6664262,Vías rápidas
62.09,99.9239206,Vías rápidas
61.74,99.3606516,Vías rápidas
62.02,99.8112668,Vías rápidas
63.22,101.7424748,Vías rápidas
63.14,101.6137276,Vías rápidas
62.98,101.35623319999999,Vías rápidas
62.31,100.2779754,Vías rápidas
61.25,98.572075,Vías rápidas
61.17,98.4433278,Vías rápidas
60.94,98.07317959999999,Vías rápidas
60.87,97.9605258,Vías rápidas
61.03,98.2180202,Vías rápidas
62.58,100.7124972,Vías rápidas
65.07,104.71975379999999,Vías rápidas
46.15,74.271041,Vías rápidas
22.92,36.8860728,Tráfico moderado
22.92,36.8860728,Tráfico moderado
24.3,39.106962,Tráfico moderado
59.18,95.2407412,Vías rápidas
62.24,100.1653216,Vías rápidas
62.38,100.3906292,Vías rápidas
63.55,102.273557,Vías rápidas
62.86,101.1631124,Vías rápidas
62.77,101.01827180000001,Vías rápidas
60.45,97.284603,Vías rápidas
58.88,94.75793920000001,Vías rápidas
57.01,91.7484734,Vías rápidas
59.53,95.80401020000001,Vías rápidas
60.83,97.8961522,Vías rápidas
62.32,100.2940688,Vías rápidas
61.85,99.537679,Vías rápidas
61.91,99.6342394,Vías rápidas
61.09,98.3145806,Vías rápidas
60.95,98.089273,Vías rápidas
60.84,97.9122456,Vías rápidas
60.69,97.6708446,Vías rápidas
62.02,99.8112668,Vías rápidas
59.41,95.61088939999999,Vías rápidas
36.39,58.5638826,Tráfico fluido
22.03,35.453760200000005,Tráfico moderado
29.66,47.7330244,Tráfico fluido
53.65,86.34109099999999,Vías rápidas
63.15,101.62982099999999,Vías rápidas
64.37,103.59321580000001,Vías rápidas
64.03,103.04604020000001,Vías rápidas
64.16,103.2552544,Vías rápidas
63.67,102.4666778,Vías rápidas
63.02,101.4206068,Vías rápidas
63.35,101.951689,Vías rápidas
61.06,98.2663004,Vías rápidas
60.89,97.9927126,Vías rápidas
62.13,99.9882942,Vías rápidas
63.02,101.4206068,Vías rápidas
62.55,100.664217,Vías rápidas
61.83,99.50549219999999,Vías rápidas
62.02,99.8112668,Vías rápidas
61.75,99.376745,Vías rápidas
61.05,98.25020699999999,Vías rápidas
60.98,98.1375532,Vías rápidas
61.02,98.20192680000001,Vías rápidas
61.46,98.9100364,Vías rápidas
62.46,100.5193764,Vías rápidas
62.03,99.8273602,Vías rápidas
63.12,101.5815408,Vías rápidas
62.37,100.37453579999999,Vías rápidas
61.97,99.7307998,Vías rápidas
61.58,99.1031572,Vías rápidas
61.81,99.4733054,Vías rápidas
61.32,98.6847288,Vías rápidas
61.67,99.24799780000001,Vías rápidas
61.61,99.15143739999999,Vías rápidas
61.37,98.7651958,Vías rápidas
61.84,99.52158560000001,Vías rápidas
60.75,97.767405,Vías rápidas
58.78,94.5970052,Vías rápidas
61.99,99.7629866,Vías rápidas
62.98,101.35623319999999,Vías rápidas
63.09,101.5332606,Vías rápidas
62.76,101.00217839999999,Vías rápidas
62.01,99.7951734,Vías rápidas
61.92,99.6503328,Vías rápidas
61.3,98.652542,Vías rápidas
61.08,98.2984872,Vías rápidas
60.98,98.1375532,Vías rápidas
61.28,98.6203552,Vías rápidas
61.63,99.1836242,Vías rápidas
61.97,99.7307998,Vías rápidas
62.69,100.8895246,Vías rápidas
63.47,102.1448098,Vías rápidas
63.12,101.5815408,Vías rápidas
64.48,103.77024320000001,Vías rápidas
63.02,101.4206068,Vías rápidas
61.53,99.0226902,Vías rápidas
61.81,99.4733054,Vías rápidas
63.35,101.951689,Vías rápidas
63.8,102.67589199999999,Vías rápidas
63.68,102.4827712,Vías rápidas
61.38,98.7812892,Vías rápidas
58.59,94.2912306,Vías rápidas
58.42,94.0176428,Vías rápidas
53.55,86.180157,Vías rápidas
60.36,97.1397624,Vías rápidas
61.14,98.3950476,Vías rápidas
60.5,97.36507,Vías rápidas
60.71,97.7030314,Vías rápidas
60.71,97.7030314,Vías rápidas
60.81,97.8639654,Vías rápidas
62.78,101.0343652,Vías rápidas
61.73,99.3445582,Vías rápidas
59.82,96.2707188,Vías rápidas
42.61,68.5739774,Vías rápidas
25.48,41.0059832,Tráfico fluido
28.94,46.5742996,Tráfico fluido
42.18,67.8819612,Vías rápidas
61.63,99.1836242,Vías rápidas
63.12,101.5815408,Vías rápidas
62.14,100.0043876,Vías rápidas
63.54,102.2574636,Vías rápidas
62.41,100.4389094,Vías rápidas
62.32,100.2940688,Vías rápidas
61.72,99.32846479999999,Vías rápidas
61.64,99.1997176,Vías rápidas
61.03,98.2180202,Vías rápidas
62.6,100.744684,Vías rápidas
62.17,100.05266780000001,Vías rápidas
61.46,98.9100364,Vías rápidas
61.28,98.6203552,Vías rápidas
61.15,98.411141,Vías rápidas
61.02,98.20192680000001,Vías rápidas
60.61,97.5420974,Vías rápidas
60.68,97.65475119999999,Vías rápidas
60.64,97.5903776,Vías rápidas
61.82,99.4893988,Vías rápidas
55.69,89.6241446,Vías rápidas
29.7,47.797398,Tráfico fluido
25.12,40.4266208,Tráfico fluido
21.48,34.5686232,Tráfico moderado
20.82,33.5064588,Tráfico moderado
43.05,69.28208699999999,Vías rápidas
62.35,100.342349,Vías rápidas
62.41,100.4389094,Vías rápidas
63.52,102.2252768,Vías rápidas
63.62,102.3862108,Vías rápidas
62.12,99.9722008,Vías rápidas
61.45,98.89394300000001,Vías rápidas
61.96,99.7147064,Vías rápidas
61.78,99.42502520000001,Vías rápidas
63.58,102.32183719999999,Vías rápidas
62.81,101.0826454,Vías rápidas
62.55,100.664217,Vías rápidas
62.23,100.1492282,Vías rápidas
61.58,99.1031572,Vías rápidas
61.21,98.5077014,Vías rápidas
60.67,97.6386578,Vías rápidas
60.77,97.7995918,Vías rápidas
61.0,98.16974,Vías rápidas
62.12,99.9722008,Vías rápidas
57.42,92.4083028,Vías rápidas
33.38,53.7197692,Tráfico fluido
22.94,36.9182596,Tráfico moderado
24.77,39.8633518,Tráfico moderado
24.05,38.704627,Tráfico moderado
58.78,94.5970052,Vías rápidas
63.92,102.86901280000001,Vías rápidas
62.53,100.6320302,Vías rápidas
63.64,102.4183976,Vías rápidas
63.17,101.6620078,Vías rápidas
61.98,99.74689319999999,Vías rápidas
62.82,101.0987388,Vías rápidas
62.35,100.342349,Vías rápidas
62.04,99.8434536,Vías rápidas
63.52,102.2252768,Vías rápidas
63.68,102.4827712,Vías rápidas
62.84,101.13092560000001,Vías rápidas
62.48,100.55156319999999,Vías rápidas
61.77,99.4089318,Vías rápidas
61.17,98.4433278,Vías rápidas
60.98,98.1375532,Vías rápidas
61.0,98.16974,Vías rápidas
61.2,98.491608,Vías rápidas
62.89,101.2113926,Vías rápidas
63.08,101.5171672,Vías rápidas
42.88,69.0084992,Vías rápidas
20.87,33.5869258,Tráfico moderado
29.55,47.555997,Tráfico fluido
59.28,95.4016752,Vías rápidas
62.09,99.9239206,Vías rápidas
60.73,97.73521819999999,Vías rápidas
59.28,95.4016752,Vías rápidas
56.6,91.088644,Vías rápidas
56.91,91.5875394,Vías rápidas
56.61,91.1047374,Vías rápidas
55.22,88.8677548,Vías rápidas
55.65,89.559771,Vías rápidas
52.3,84.168482,Vías rápidas
57.25,92.134715,Vías rápidas
61.07,98.2823938,Vías rápidas
60.32,97.0753888,Vías rápidas
60.58,97.4938172,Vías rápidas
61.18,98.4594212,Vías rápidas
61.19,98.4755146,Vías rápidas
61.08,98.2984872,Vías rápidas
60.61,97.5420974,Vías rápidas
60.81,97.8639654,Vías rápidas
60.8,97.847872,Vías rápidas
57.78,92.9876652,Vías rápidas
36.22,58.2902948,Tráfico fluido
22.85,36.773419000000004,Tráfico moderado
26.92,43.3234328,Tráfico fluido
55.88,89.9299192,Vías rápidas
61.37,98.7651958,Vías rápidas
62.58,100.7124972,Vías rápidas
62.16,100.03657439999999,Vías rápidas
61.86,99.5537724,Vías rápidas
62.14,100.0043876,Vías rápidas
60.8,97.847872,Vías rápidas
61.73,99.3445582,Vías rápidas
61.52,99.00659680000001,Vías rápidas
60.15,96.801801,Vías rápidas
61.46,98.9100364,Vías rápidas
62.42,100.4550028,Vías rápidas
62.32,100.2940688,Vías rápidas
62.18,100.0687612,Vías rápidas
61.82,99.4893988,Vías rápidas
61.51,98.9905034,Vías rápidas
61.13,98.37895420000001,Vías rápidas
61.08,98.2984872,Vías rápidas
61.15,98.411141,Vías rápidas
61.28,98.6203552,Vías rápidas
62.54,100.6481236,Vías rápidas
62.18,100.0687612,Vías rápidas
63.34,101.9355956,Vías rápidas
62.52,100.6159368,Vías rápidas
61.35,98.733009,Vías rápidas
60.24,96.9466416,Vías rápidas
60.36,97.1397624,Vías rápidas
59.52,95.7879168,Vías rápidas
59.64,95.9810376,Vías rápidas
58.46,94.0820164,Vías rápidas
55.39,89.1413426,Vías rápidas
59.98,96.5282132,Vías rápidas
59.19,95.25683459999999,Vías rápidas
58.25,93.744055,Vías rápidas
60.9,98.00880599999999,Vías rápidas
62.32,100.2940688,Vías rápidas
61.78,99.42502520000001,Vías rápidas
61.04,98.2341136,Vías rápidas
61.81,99.4733054,Vías rápidas
61.56,99.07097040000001,Vías rápidas
61.24,98.55598160000001,Vías rápidas
61.01,98.18583339999999,Vías rápidas
60.9,98.00880599999999,Vías rápidas
61.18,98.4594212,Vías rápidas
61.5,98.97441,Vías rápidas
61.78,99.42502520000001,Vías rápidas
61.98,99.74689319999999,Vías rápidas
62.36,100.3584424,Vías rápidas
62.08,99.9078272,Vías rápidas
62.28,100.2296952,Vías rápidas
61.35,98.733009,Vías rápidas
59.42,95.62698280000001,Vías rápidas
59.98,96.5282132,Vías rápidas
60.69,97.6708446,Vías rápidas
60.12,96.75352079999999,Vías rápidas
59.81,96.25462540000001,Vías rápidas
61.85,99.537679,Vías rápidas
61.51,98.9905034,Vías rápidas
61.86,99.5537724,Vías rápidas
61.5,98.97441,Vías rápidas
61.79,99.4411186,Vías rápidas
61.97,99.7307998,Vías rápidas
61.62,99.1675308,Vías rápidas
59.96,96.4960264,Vías rápidas
59.2,95.27292800000001,Vías rápidas
59.2,95.27292800000001,Vías rápidas
57.47,92.4887698,Vías rápidas
62.12,99.9722008,Vías rápidas
60.14,96.7857076,Vías rápidas
41.98,67.5600932,Vías rápidas
21.01,33.812233400000004,Tráfico moderado
20.62,33.1845908,Tráfico moderado
24.07,38.7368138,Tráfico moderado
57.14,91.9576876,Vías rápidas
61.91,99.6342394,Vías rápidas
61.18,98.4594212,Vías rápidas
62.09,99.9239206,Vías rápidas
61.66,99.23190439999999,Vías rápidas
60.52,97.39725680000001,Vías rápidas
61.12,98.36286079999999,Vías rápidas
60.9,98.00880599999999,Vías rápidas
59.45,95.675263,Vías rápidas
61.75,99.376745,Vías rápidas
61.63,99.1836242,Vías rápidas
61.25,98.572075,Vías rápidas
61.8,99.457212,Vías rápidas
61.45,98.89394300000001,Vías rápidas
60.64,97.5903776,Vías rápidas
60.88,97.9766192,Vías rápidas
60.78,97.8156852,Vías rápidas
61.08,98.2984872,Vías rápidas
62.55,100.664217,Vías rápidas
64.22,103.3518148,Vías rápidas
42.28,68.0428952,Vías rápidas
25.71,41.3761314,Tráfico fluido
23.1,37.175754000000005,Tráfico moderado
24.07,38.7368138,Tráfico moderado
45.88,73.8365192,Vías rápidas
62.39,100.4067226,Vías rápidas
61.57,99.0870638,Vías rápidas
61.97,99.7307998,Vías rápidas
62.02,99.8112668,Vías rápidas
60.37,97.1558558,Vías rápidas
61.01,98.18583339999999,Vías rápidas
60.92,98.0409928,Vías rápidas
59.96,96.4960264,Vías rápidas
62.06,99.87564040000001,Vías rápidas
61.79,99.4411186,Vías rápidas
61.72,99.32846479999999,Vías rápidas
61.77,99.4089318,Vías rápidas
61.39,98.7973826,Vías rápidas
61.22,98.5237948,Vías rápidas
61.13,98.37895420000001,Vías rápidas
60.81,97.8639654,Vías rápidas
61.18,98.4594212,Vías rápidas
62.31,100.2779754,Vías rápidas
60.51,97.38116339999999,Vías rápidas
39.29,63.2309686,Tráfico fluido
23.05,37.095287,Tráfico moderado
25.96,41.7784664,Tráfico fluido
36.41,58.5960694,Tráfico fluido
59.38,95.5626092,Vías rápidas
62.28,100.2296952,Vías rápidas
65.29,105.0738086,Vías rápidas
63.0,101.38842,Vías rápidas
62.27,100.2136018,Vías rápidas
61.65,99.215811,Vías rápidas
61.31,98.6686354,Vías rápidas
60.86,97.9444324,Vías rápidas
60.27,96.9949218,Vías rápidas
62.55,100.664217,Vías rápidas
62.57,100.6964038,Vías rápidas
61.87,99.5698658,Vías rápidas
61.43,98.8617562,Vías rápidas
61.32,98.6847288,Vías rápidas
61.12,98.36286079999999,Vías rápidas
60.84,97.9122456,Vías rápidas
60.78,97.8156852,Vías rápidas
60.97,98.1214598,Vías rápidas
61.11,98.3467674,Vías rápidas
50.38,81.0785492,Vías rápidas
32.05,51.579347,Tráfico fluido
27.62,44.4499708,Tráfico fluido
23.18,37.3045012,Tráfico moderado
28.99,46.654766599999995,Tráfico fluido
52.12,83.8788008,Vías rápidas
62.43,100.4710962,Vías rápidas
59.39,95.5787026,Vías rápidas
60.85,97.92833900000001,Vías rápidas
63.0,101.38842,Vías rápidas
62.18,100.0687612,Vías rápidas
62.09,99.9239206,Vías rápidas
63.36,101.9677824,Vías rápidas
60.68,97.65475119999999,Vías rápidas
62.92,101.2596728,Vías rápidas
63.53,102.2413702,Vías rápidas
62.93,101.27576619999999,Vías rápidas
62.59,100.7285906,Vías rápidas
61.62,99.1675308,Vías rápidas
61.12,98.36286079999999,Vías rápidas
61.03,98.2180202,Vías rápidas
60.79,97.83177859999999,Vías rápidas
61.02,98.20192680000001,Vías rápidas
61.89,99.60205260000001,Vías rápidas
61.19,98.4755146,Vías rápidas
47.62,76.6367708,Vías rápidas
26.31,42.3417354,Tráfico fluido
28.57,45.9788438,Tráfico fluido
27.58,44.3855972,Tráfico fluido
39.96,64.3092264,Tráfico fluido
57.13,91.9415942,Vías rápidas
57.05,91.81284699999999,Vías rápidas
60.09,96.70524060000001,Vías rápidas
59.95,96.479933,Vías rápidas
55.31,89.01259540000001,Vías rápidas
54.78,88.1596452,Vías rápidas
57.62,92.7301708,Vías rápidas
56.18,90.4127212,Vías rápidas
56.27,90.5575618,Vías rápidas
56.72,91.2817648,Vías rápidas
58.72,94.5004448,Vías rápidas
59.93,96.4477462,Vías rápidas
61.09,98.3145806,Vías rápidas
61.93,99.6664262,Vías rápidas
60.92,98.0409928,Vías rápidas
60.91,98.0248994,Vías rápidas
60.93,98.0570862,Vías rápidas
60.38,97.1719492,Vías rápidas
57.73,92.9071982,Vías rápidas
60.07,96.6730538,Vías rápidas
62.64,100.8090576,Vías rápidas
61.27,98.6042618,Vías rápidas
57.58,92.6657972,Vías rápidas
60.18,96.8500812,Vías rápidas
60.13,96.7696142,Vías rápidas
59.79,96.2224386,Vías rápidas
60.12,96.75352079999999,Vías rápidas
61.49,98.9583166,Vías rápidas
60.76,97.7834984,Vías rápidas
60.04,96.6247736,Vías rápidas
60.19,96.8661746,Vías rápidas
58.97,94.9027798,Vías rápidas
62.04,99.8434536,Vías rápidas
63.1,101.54935400000001,Vías rápidas
62.51,100.5998434,Vías rápidas
62.92,101.2596728,Vías rápidas
62.24,100.1653216,Vías rápidas
61.66,99.23190439999999,Vías rápidas
61.31,98.6686354,Vías rápidas
61.07,98.2823938,Vías rápidas
61.05,98.25020699999999,Vías rápidas
61.24,98.55598160000001,Vías rápidas
61.61,99.15143739999999,Vías rápidas
61.94,99.68251959999999,Vías rápidas
62.23,100.1492282,Vías rápidas
62.47,100.5354698,Vías rápidas
62.75,100.986085,Vías rápidas
64.75,104.204765,Vías rápidas
61.25,98.572075,Vías rápidas
59.12,95.1441808,Vías rápidas
61.41,98.8295694,Vías rápidas
61.52,99.00659680000001,Vías rápidas
60.92,98.0409928,Vías rápidas
60.46,97.3006964,Vías rápidas
63.72,102.5471448,Vías rápidas
63.48,102.16090319999999,Vías rápidas
63.09,101.5332606,Vías rápidas
62.7,100.905618,Vías rápidas
62.83,101.1148322,Vías rápidas
62.42,100.4550028,Vías rápidas
62.62,100.7768708,Vías rápidas
62.05,99.85954699999999,Vías rápidas
61.83,99.50549219999999,Vías rápidas
61.92,99.6503328,Vías rápidas
61.7,99.296278,Vías rápidas
61.47,98.9261298,Vías rápidas
60.36,97.1397624,Vías rápidas
56.95,91.65191300000001,Vías rápidas
58.7,94.468258,Vías rápidas
58.25,93.744055,Vías rápidas
57.72,92.8911048,Vías rápidas
57.12,91.9255008,Vías rápidas
57.01,91.7484734,Vías rápidas
57.58,92.6657972,Vías rápidas
55.82,89.8333588,Vías rápidas
54.91,88.36885939999999,Vías rápidas
54.12,87.0974808,Vías rápidas
58.65,94.38779099999999,Vías rápidas
57.58,92.6657972,Vías rápidas
56.33,90.6541222,Vías rápidas
57.63,92.7462642,Vías rápidas
58.19,93.6474946,Vías rápidas
60.74,97.75131160000001,Vías rápidas
62.07,99.8917338,Vías rápidas
62.02,99.8112668,Vías rápidas
62.0,99.77908,Vías rápidas
61.8,99.457212,Vías rápidas
61.72,99.32846479999999,Vías rápidas
61.93,99.6664262,Vías rápidas
62.07,99.8917338,Vías rápidas
62.52,100.6159368,Vías rápidas
43.02,69.23380680000001,Vías rápidas
24.12,38.8172808,Tráfico moderado
24.79,39.8955386,Tráfico moderado
37.67,60.623837800000004,Tráfico fluido
52.81,84.9892454,Vías rápidas
60.59,97.50991060000001,Vías rápidas
61.61,99.15143739999999,Vías rápidas
61.78,99.42502520000001,Vías rápidas
61.74,99.3606516,Vías rápidas
61.81,99.4733054,Vías rápidas
62.57,100.6964038,Vías rápidas
62.41,100.4389094,Vías rápidas
60.92,98.0409928,Vías rápidas
60.22,96.9144548,Vías rápidas
60.02,96.5925868,Vías rápidas
60.35,97.123669,Vías rápidas
61.81,99.4733054,Vías rápidas
61.76,99.3928384,Vías rápidas
61.02,98.20192680000001,Vías rápidas
60.72,97.7191248,Vías rápidas
60.75,97.767405,Vías rápidas
61.02,98.20192680000001,Vías rápidas
62.43,100.4710962,Vías rápidas
53.6,86.260624,Vías rápidas
30.98,49.8573532,Tráfico fluido
28.77,46.3007118,Tráfico fluido
26.85,43.210779,Tráfico fluido
22.91,36.8699794,Tráfico moderado
41.94,67.4957196,Vías rápidas
62.47,100.5354698,Vías rápidas
63.11,101.5654474,Vías rápidas
62.76,101.00217839999999,Vías rápidas
62.86,101.1631124,Vías rápidas
61.91,99.6342394,Vías rápidas
62.67,100.8573378,Vías rápidas
62.23,100.1492282,Vías rápidas
62.95,101.307953,Vías rápidas
63.65,102.434491,Vías rápidas
62.99,101.37232660000001,Vías rápidas
62.93,101.27576619999999,Vías rápidas
62.27,100.2136018,Vías rápidas
61.36,98.7491024,Vías rápidas
66.46,106.95673639999998,Vías rápidas
66.13,106.4256542,Vías rápidas
66.32,106.73142879999999,Vías rápidas
66.32,106.73142879999999,Vías rápidas
68.31,109.9340154,Vías rápidas
67.23,108.19592820000001,Vías rápidas
62.45,100.50328300000001,Vías rápidas
52.6,84.651284,Vías rápidas
57.85,93.100319,Vías rápidas
63.05,101.468887,Vías rápidas
65.22,104.9611548,Vías rápidas
65.92,106.0876928,Vías rápidas
66.33,106.74752219999999,Vías rápidas
65.83,105.94285219999999,Vías rápidas
65.89,106.0394126,Vías rápidas
65.23,104.9772482,Vías rápidas
65.53,105.4600502,Vías rápidas
58.34,93.88889560000001,Vías rápidas
65.78,105.8623852,Vías rápidas
67.31,108.3246754,Vías rápidas
67.58,108.7591972,Vías rápidas
67.6,108.791384,Vías rápidas
67.38,108.4373292,Vías rápidas
66.96,107.76140639999998,Vías rápidas
66.72,107.3751648,Vías rápidas
66.62,107.21423080000001,Vías rápidas
66.17,106.49002780000001,Vías rápidas
66.82,107.53609879999999,Vías rápidas
68.36,110.0144824,Vías rápidas
69.28,111.4950752,Vías rápidas
66.03,106.2647202,Vías rápidas
63.38,101.99996920000001,Vías rápidas
46.7,75.15617800000001,Vías rápidas
46.62,75.02743079999999,Vías rápidas
59.0,94.95106,Vías rápidas
66.25,106.618775,Vías rápidas
66.41,106.8762694,Vías rápidas
66.22,106.57049479999999,Vías rápidas
66.42,106.8923628,Vías rápidas
65.34,105.1542756,Vías rápidas
65.68,105.70145120000001,Vías rápidas
65.54,105.47614360000001,Vías rápidas
65.38,105.21864919999999,Vías rápidas
67.51,108.64654340000001,Vías rápidas
67.82,109.1454388,Vías rápidas
68.08,109.56386719999999,Vías rápidas
68.15,109.67652100000001,Vías rápidas
67.67,108.9040378,Vías rápidas
67.15,108.067181,Vías rápidas
66.82,107.53609879999999,Vías rápidas
66.54,107.0854836,Vías rápidas
66.47,106.9728298,Vías rápidas
67.62,108.82357080000001,Vías rápidas
68.29,109.90182860000002,Vías rápidas
68.46,110.17541639999999,Vías rápidas
68.56,110.3363504,Vías rápidas
68.41,110.09494939999999,Vías rápidas
67.42,108.5017028,Vías rápidas
66.44,106.92454959999999,Vías rápidas
65.61,105.5887974,Vías rápidas
66.27,106.65096179999999,Vías rápidas
66.48,106.9889232,Vías rápidas
58.19,93.6474946,Vías rápidas
65.27,105.04162179999999,Vías rápidas
65.62,105.6048908,Vías rápidas
65.11,104.7841274,Vías rápidas
65.52,105.4439568,Vías rápidas
67.96,109.37074639999999,Vías rápidas
67.74,109.01669159999999,Vías rápidas
67.75,109.032785,Vías rápidas
68.18,109.72480120000002,Vías rápidas
67.48,108.5982632,Vías rápidas
61.61,99.15143739999999,Vías rápidas
61.31,98.6686354,Vías rápidas
62.53,100.6320302,Vías rápidas
61.12,98.36286079999999,Vías rápidas
61.07,98.2823938,Vías rápidas
61.52,99.00659680000001,Vías rápidas
62.3,100.261882,Vías rápidas
62.73,100.9538982,Vías rápidas
63.18,101.6781012,Vías rápidas
63.97,102.94947979999999,Vías rápidas
63.91,102.85291939999999,Vías rápidas
63.25,101.790755,Vías rápidas
61.07,98.2823938,Vías rápidas
61.74,99.3606516,Vías rápidas
60.36,97.1397624,Vías rápidas
61.84,99.52158560000001,Vías rápidas
62.65,100.82515099999999,Vías rápidas
63.65,102.434491,Vías rápidas
63.05,101.468887,Vías rápidas
63.33,101.9195022,Vías rápidas
62.52,100.6159368,Vías rápidas
62.99,101.37232660000001,Vías rápidas
62.18,100.0687612,Vías rápidas
61.73,99.3445582,Vías rápidas
66.88,107.63265919999999,Vías rápidas
66.48,106.9889232,Vías rápidas
66.39,106.84408260000001,Vías rápidas
67.03,107.8740602,Vías rápidas
68.48,110.20760320000001,Vías rápidas
68.17,109.7087078,Vías rápidas
59.59,95.90057060000001,Vías rápidas
44.2,71.132828,Vías rápidas
42.82,68.9119388,Vías rápidas
39.24,63.150501600000005,Tráfico fluido
65.09,104.75194060000001,Vías rápidas
67.68,108.92013120000001,Vías rápidas
67.48,108.5982632,Vías rápidas
67.5,108.63045,Vías rápidas
66.73,107.39125820000001,Vías rápidas
66.39,106.84408260000001,Vías rápidas
66.26,106.6348684,Vías rápidas
65.5,105.41177,Vías rápidas
66.15,106.457841,Vías rápidas
67.54,108.6948236,Vías rápidas
68.28,109.8857352,Vías rápidas
68.24,109.82136159999999,Vías rápidas
68.27,109.8696418,Vías rápidas
67.63,108.83966419999999,Vías rápidas
61.23,98.5398882,Vías rápidas
61.0,98.16974,Vías rápidas
60.9,98.00880599999999,Vías rápidas
61.36,98.7491024,Vías rápidas
62.67,100.8573378,Vías rápidas
62.12,99.9722008,Vías rápidas
41.56,66.8841704,Vías rápidas
22.94,36.9182596,Tráfico moderado
25.16,40.4909944,Tráfico fluido
22.97,36.9665398,Tráfico moderado
48.95,78.77719300000001,Vías rápidas
63.08,101.5171672,Vías rápidas
62.08,99.9078272,Vías rápidas
62.69,100.8895246,Vías rápidas
62.28,100.2296952,Vías rápidas
59.95,96.479933,Vías rápidas
60.45,97.284603,Vías rápidas
61.12,98.36286079999999,Vías rápidas
60.72,97.7191248,Vías rápidas
61.45,98.89394300000001,Vías rápidas
62.48,100.55156319999999,Vías rápidas
61.98,99.74689319999999,Vías rápidas
62.33,100.3101622,Vías rápidas
61.61,99.15143739999999,Vías rápidas
65.23,104.9772482,Vías rápidas
68.56,110.3363504,Vías rápidas
68.07,109.54777379999999,Vías rápidas
67.79,109.09715860000001,Vías rápidas
68.8,110.72259199999999,Vías rápidas
60.58,97.4938172,Vías rápidas
40.91,65.83809939999999,Vías rápidas
21.32,34.3111288,Tráfico moderado
21.62,34.7939308,Tráfico moderado
21.98,35.3732932,Tráfico moderado
45.45,73.144503,Vías rápidas
64.76,104.22085840000001,Vías rápidas
66.13,106.4256542,Vías rápidas
64.87,104.39788580000001,Vías rápidas
64.2,103.31962800000001,Vías rápidas
63.57,102.3057438,Vías rápidas
63.46,102.1287164,Vías rápidas
62.71,100.9217114,Vías rápidas
62.51,100.5998434,Vías rápidas
64.48,103.77024320000001,Vías rápidas
65.81,105.9106654,Vías rápidas
67.18,108.11546120000001,Vías rápidas
68.05,109.515587,Vías rápidas
68.67,110.5133778,Vías rápidas
64.95,104.526633,Vías rápidas
67.09,107.9706206,Vías rápidas
67.31,108.3246754,Vías rápidas
67.48,108.5982632,Vías rápidas
68.31,109.9340154,Vías rápidas
64.38,103.6093092,Vías rápidas
44.41,71.4707894,Vías rápidas
23.38,37.6263692,Tráfico moderado
21.98,35.3732932,Tráfico moderado
22.59,36.3549906,Tráfico moderado
41.08,66.11168719999999,Vías rápidas
63.35,101.951689,Vías rápidas
63.33,101.9195022,Vías rápidas
63.74,102.5793316,Vías rápidas
63.76,102.6115184,Vías rápidas
63.08,101.5171672,Vías rápidas
64.33,103.5288422,Vías rápidas
64.38,103.6093092,Vías rápidas
62.16,100.03657439999999,Vías rápidas
64.54,103.86680360000001,Vías rápidas
66.62,107.21423080000001,Vías rápidas
67.03,107.8740602,Vías rápidas
68.35,109.99838899999999,Vías rápidas
68.53,110.2880702,Vías rápidas
61.44,98.87784959999999,Vías rápidas
61.03,98.2180202,Vías rápidas
60.98,98.1375532,Vías rápidas
61.27,98.6042618,Vías rápidas
63.23,101.7585682,Vías rápidas
66.45,106.94064300000001,Vías rápidas
45.38,73.03184920000001,Vías rápidas
25.88,41.6497192,Tráfico fluido
26.43,42.5348562,Tráfico fluido
22.88,36.8216992,Tráfico moderado
57.21,92.0703414,Vías rápidas
59.36,95.53042239999999,Vías rápidas
63.0,101.38842,Vías rápidas
63.89,102.8207326,Vías rápidas
63.58,102.32183719999999,Vías rápidas
61.87,99.5698658,Vías rápidas
62.89,101.2113926,Vías rápidas
63.61,102.3701174,Vías rápidas
61.87,99.5698658,Vías rápidas
62.33,100.3101622,Vías rápidas
62.36,100.3584424,Vías rápidas
62.27,100.2136018,Vías rápidas
62.79,101.0504586,Vías rápidas
61.88,99.5859592,Vías rápidas
61.73,99.3445582,Vías rápidas
61.43,98.8617562,Vías rápidas
61.1,98.330674,Vías rápidas
61.08,98.2984872,Vías rápidas
61.38,98.7812892,Vías rápidas
62.18,100.0687612,Vías rápidas
62.42,100.4550028,Vías rápidas
63.47,102.1448098,Vías rápidas
63.2,101.710288,Vías rápidas
63.23,101.7585682,Vías rápidas
62.22,100.1331348,Vías rápidas
61.82,99.4893988,Vías rápidas
62.08,99.9078272,Vías rápidas
62.49,100.5676566,Vías rápidas
60.08,96.6891472,Vías rápidas
56.49,90.9116166,Vías rápidas
63.49,102.17699660000001,Vías rápidas
63.3,101.87122199999999,Vías rápidas
61.03,98.2180202,Vías rápidas
61.88,99.5859592,Vías rápidas
63.19,101.69419459999999,Vías rápidas
61.97,99.7307998,Vías rápidas
58.67,94.4199778,Vías rápidas
56.97,91.6840998,Vías rápidas
60.78,97.8156852,Vías rápidas
61.02,98.20192680000001,Vías rápidas
61.71,99.3123714,Vías rápidas
60.81,97.8639654,Vías rápidas
